provider,version,path,implementation,schemaVersion,resourceType,useJSONNumber,token
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_project,sdkv2,0,resource,false,digitalocean:index/project:Project
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_user.settings.Elem.acl.Elem,sdkv2,0,nested,false,digitalocean:index/databaseUser:DatabaseUser
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_user.settings.Elem,sdkv2,0,nested,false,digitalocean:index/databaseUser:DatabaseUser
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_user,sdkv2,0,resource,false,digitalocean:index/databaseUser:DatabaseUser
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_volume_attachment,sdkv2,0,resource,false,digitalocean:index/volumeAttachment:VolumeAttachment
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_vpc,sdkv2,0,resource,false,digitalocean:index/vpc:Vpc
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_volume,sdkv2,0,resource,false,digitalocean:index/volume:Volume
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_reserved_ip,sdkv2,0,resource,false,digitalocean:index/reservedIp:ReservedIp
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster.maintenance_policy.Elem,sdkv2,0,nested,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster.node_pool.Elem.nodes.Elem,sdkv2,0,nested,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster.node_pool.Elem.taint.Elem,sdkv2,0,nested,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster.node_pool.Elem,sdkv2,0,nested,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster.kube_config.Elem,sdkv2,0,nested,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_cluster,sdkv2,3,resource,false,digitalocean:index/kubernetesCluster:KubernetesCluster
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_monitor_alert.alerts.Elem.slack.Elem,sdkv2,0,nested,false,digitalocean:index/monitorAlert:MonitorAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_monitor_alert.alerts.Elem,sdkv2,0,nested,false,digitalocean:index/monitorAlert:MonitorAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_monitor_alert,sdkv2,0,resource,false,digitalocean:index/monitorAlert:MonitorAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_db,sdkv2,0,resource,false,digitalocean:index/databaseDb:DatabaseDb
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_volume_snapshot,sdkv2,0,resource,false,digitalocean:index/volumeSnapshot:VolumeSnapshot
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_postgresql_config.timescaledb.Elem,sdkv2,0,nested,false,digitalocean:index/databasePostgresqlConfig:DatabasePostgresqlConfig
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_postgresql_config.pgbouncer.Elem,sdkv2,0,nested,false,digitalocean:index/databasePostgresqlConfig:DatabasePostgresqlConfig
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_postgresql_config,sdkv2,0,resource,false,digitalocean:index/databasePostgresqlConfig:DatabasePostgresqlConfig
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_droplet,sdkv2,1,resource,false,digitalocean:index/droplet:Droplet
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_container_registry,sdkv2,0,resource,false,digitalocean:index/containerRegistry:ContainerRegistry
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket_object,sdkv2,0,resource,false,digitalocean:index/spacesBucketObject:SpacesBucketObject
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_tag,sdkv2,0,resource,false,digitalocean:index/tag:Tag
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.log_destination.Elem.logtail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.log_destination.Elem.papertrail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.log_destination.Elem.datadog.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.log_destination.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.git.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.health_check.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.alert.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.cors.Elem.allow_origins.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.cors.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.autoscaling.Elem.metrics.Elem.cpu.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.autoscaling.Elem.metrics.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.autoscaling.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.gitlab.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.routes.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.image.Elem.deploy_on_push.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.image.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem.github.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.service.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.alert.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.log_destination.Elem.papertrail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.log_destination.Elem.datadog.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.log_destination.Elem.logtail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.log_destination.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.gitlab.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.alert.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.image.Elem.deploy_on_push.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.image.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.git.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.github.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.worker.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.database.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.match.Elem.path.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.match.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.cors.Elem.allow_origins.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.cors.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.component.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem.redirect.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem.rule.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.ingress.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.domain.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.alert.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.routes.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.log_destination.Elem.papertrail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.log_destination.Elem.datadog.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.log_destination.Elem.logtail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.log_destination.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.cors.Elem.allow_origins.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.cors.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.git.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.github.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem.gitlab.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.function.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.routes.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.git.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.cors.Elem.allow_origins.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.cors.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.github.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem.gitlab.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.static_site.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.github.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.alert.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.gitlab.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.git.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.image.Elem.deploy_on_push.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.image.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.log_destination.Elem.papertrail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.log_destination.Elem.datadog.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.log_destination.Elem.logtail.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.log_destination.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem.env.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.job.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem.egress.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.spec.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app.dedicated_ips.Elem,sdkv2,0,nested,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_app,sdkv2,0,resource,false,digitalocean:index/app:App
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_reserved_ip_assignment,sdkv2,0,resource,false,digitalocean:index/reservedIpAssignment:ReservedIpAssignment
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_floating_ip,sdkv2,0,resource,false,digitalocean:index/floatingIp:FloatingIp
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_uptime_alert.notifications.Elem.slack.Elem,sdkv2,0,nested,false,digitalocean:index/uptimeAlert:UptimeAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_uptime_alert.notifications.Elem,sdkv2,0,nested,false,digitalocean:index/uptimeAlert:UptimeAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_uptime_alert,sdkv2,0,resource,false,digitalocean:index/uptimeAlert:UptimeAlert
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket.lifecycle_rule.Elem.expiration.Elem,sdkv2,0,nested,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket.lifecycle_rule.Elem.noncurrent_version_expiration.Elem,sdkv2,0,nested,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket.lifecycle_rule.Elem,sdkv2,0,nested,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket.versioning.Elem,sdkv2,0,nested,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket.cors_rule.Elem,sdkv2,0,nested,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_spaces_bucket,sdkv2,0,resource,false,digitalocean:index/spacesBucket:SpacesBucket
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_database_connection_pool,sdkv2,0,resource,false,digitalocean:index/databaseConnectionPool:DatabaseConnectionPool
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_custom_image,sdkv2,0,resource,false,digitalocean:index/customImage:CustomImage
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.glb_settings.Elem.cdn.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.glb_settings.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.sticky_sessions.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.domains.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.firewall.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.forwarding_rule.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer.healthcheck.Elem,sdkv2,0,nested,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_loadbalancer,sdkv2,1,resource,false,digitalocean:index/loadBalancer:LoadBalancer
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_certificate,sdkv2,1,resource,false,digitalocean:index/certificate:Certificate
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_cdn,sdkv2,1,resource,false,digitalocean:index/cdn:Cdn
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_domain,sdkv2,0,resource,false,digitalocean:index/domain:Domain
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_domains.filter.Elem,sdkv2,0,nested,false,digitalocean:index/getDomains:getDomains
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_domains.sort.Elem,sdkv2,0,nested,false,digitalocean:index/getDomains:getDomains
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_domains.domains.Elem,sdkv2,0,nested,false,digitalocean:index/getDomains:getDomains
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_domains,sdkv2,0,dataSource,false,digitalocean:index/getDomains:getDomains
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_kubernetes_versions,sdkv2,0,dataSource,false,digitalocean:index/getKubernetesVersions:getKubernetesVersions
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_records.sort.Elem,sdkv2,0,nested,false,digitalocean:index/getRecords:getRecords
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_records.records.Elem,sdkv2,0,nested,false,digitalocean:index/getRecords:getRecords
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_records.filter.Elem,sdkv2,0,nested,false,digitalocean:index/getRecords:getRecords
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_records,sdkv2,0,dataSource,false,digitalocean:index/getRecords:getRecords
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_reserved_ip,sdkv2,0,dataSource,false,digitalocean:index/getReservedIp:getReservedIp
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_tags.filter.Elem,sdkv2,0,nested,false,digitalocean:index/getTags:getTags
digitalocean,4.0.0-alpha.0+dev,digitalocean.digitalocean_tags.sort.Elem,sdkv2,0,nested,false,digitalocean:index/getTags:getTags
